Region,Key Apps,Ticket Type,Team,YearWeek,Number,State_Type,Priority,YearWeek1
LATAM,Other - LATAM,Incident,Local,202032.0,INC9430162,Created,1.0,202032
LATAM,Other - LATAM,Incident,Local,202032.0,INC9432731,Created,1.0,202032
LATAM,Other - LATAM,SR,Local,202032.0,INC9437535,Created,1.0,202032
NA.,SAP,SR,GD,202032.0,INC9427692,Created,1.0,202032
LATAM,Other - LATAM,SR,Local,202031.0,INC9415012,Created,1.0,202033
APAC,Other - APAC,SR,Local,202032.0,INC9447393,Created,1.0,202033
LATAM,Other - LATAM,Incident,Local,202032.0,INC9436726,Created,1.0,202033
NA.,Other - NA,Incident,GD,202032.0,INC9432824,Created,1.0,202033
NA.,SAP,SR,GD,202032.0,INC9445124,Created,1.0,202033
NA.,PeopleSoft Ricochet,SR,GD,202032.0,INC9450646,Created,1.0,202033
APAC,Adept,SR,GD,202033.0,INC9147846,Resolved,1.0,202033
LATAM,Other - LATAM,Incident,Local,202033.0,INC9466991,Created,1.0,202033
NA.,Other - NA,SR,Local,202033.0,INC8612714,Resolved,1.0,202033
APAC,Adept,SR,GD,202033.0,INC9475840,Created,1.0,202034
Global - EMEA,Maconomy - EMEA,SR,GD,202033.0,INC9460755,Created,1.0,202034
APAC,Other - APAC,SR,GD,202034.0,INC9490188,Created,1.0,202034
APAC,Other - APAC,SR,GD,202034.0,INC9497043,Created,1.0,202034
APAC,Other - APAC,SR,GD,202034.0,INC9503519,Created,1.0,202034
APAC,Other - APAC,SR,GD,202034.0,INC9503525,Created,1.0,202034
APAC,Adept,SR,GD,202034.0,INC9504134,Created,1.0,202034
Global - EMEA,Maconomy - EMEA,SER,GD,202034.0,INC9139243,Resolved,1.0,202034
Global - EMEA,Maconomy - EMEA,SR,GD,202034.0,INC9297740,Resolved,1.0,202034
Global - EMEA,Maconomy - EMEA,SR,GD,202034.0,INC9500133,Created,1.0,202034
Global - EMEA,Maconomy - EMEA,SR,GD,202034.0,INC9514100,Created,1.0,202034
LATAM,Tango & Condor,Incident,Local,202034.0,INC9224915,Resolved,1.0,202034
APAC,Other - APAC,SR,GD,202033.0,INC9464257,Created,1.0,202035
APAC,Other - APAC,SR,GD,202034.0,INC9496539,Created,1.0,202035
APAC,Adept,Incident,Local,202034.0,INC9516724,Created,1.0,202035
Global - EMEA,Maconomy - EMEA,SR,GD,202034.0,INC9512717,Created,1.0,202035
APAC,Other - APAC,SR,GD,202035.0,INC9159273,Resolved,1.0,202035
APAC,Other - APAC,SR,GD,202035.0,INC9356038,Resolved,1.0,202035
APAC,Adept,SR,GD,202035.0,INC9524067,Created,1.0,202035
Global - EMEA,Maconomy - EMEA,SER,GD,202035.0,INC9139192,Resolved,1.0,202035
Global - EMEA,Maconomy - NA,Incident,GD,202035.0,INC9524661,Created,1.0,202035
Global - EMEA,Maconomy - EMEA,SR,GD,202035.0,INC9532322,Created,1.0,202035
Global - EMEA,Maconomy - EMEA,SR,GD,202035.0,INC9532596,Created,1.0,202035
Global - EMEA,Maconomy - EMEA,SR,GD,202035.0,INC9540100,Created,1.0,202035
Global - EMEA,Maconomy - EMEA,Incident,GD,202035.0,INC9542805,Created,1.0,202035
Global - EMEA,Maconomy - EMEA,SR,GD,202035.0,INC9545042,Created,1.0,202035
Global - EMEA,Maconomy - EMEA,SER,Local,202035.0,INC9548225,Created,1.0,202035
LATAM,Other - LATAM,Incident,Local,202035.0,INC9529517,Created,1.0,202035
LATAM,Other - LATAM,Incident,Local,202035.0,INC9535451,Created,1.0,202035
NA.,Other - NA,SR,GD,202035.0,INC9548183,Created,1.0,202035
EMEA,Other - EMEA,SR,Local,202035.0,INC9543626,Created,1.0,202036
Global - NA,Maconomy - NA,Incident,GD,202035.0,INC9557758,Created,1.0,202036
APAC,Other - APAC,SR,GD,202036.0,INC9558830,Created,1.0,202036
APAC,Adept,Incident,Local,202036.0,INC9573161,Created,1.0,202036
APAC,Adept,Incident,GD,202036.0,INC9579658,Created,1.0,202036
LATAM,Other - LATAM,Incident,Local,202036.0,INC9576779,Created,1.0,202036
LATAM,Other - LATAM,Incident,Local,202036.0,INC9583033,Created,1.0,202036
Global - EMEA,Maconomy - EMEA,SR,GD,202035.0,INC9551648,Created,1.0,202037
APAC,Other - APAC,SR,GD,202036.0,INC9572561,Created,1.0,202037
Global - EMEA,Maconomy - EMEA,SR,GD,202036.0,INC9590522,Created,1.0,202037
APAC,Other - APAC,SR,Local,202037.0,INC9370410,Resolved,1.0,202037
APAC,Adept,SR,GD,202037.0,INC9607780,Created,1.0,202037
Global - NA,Maconomy - NA,SR,GD,202037.0,INC9606091,Created,1.0,202037
LATAM,Tango & Condor,SER,Local,202037.0,INC7314042,Resolved,1.0,202037
LATAM,Other - LATAM,SR,Local,202037.0,INC9609424,Created,1.0,202037
LATAM,Other - LATAM,Incident,Local,202037.0,INC9613558,Created,1.0,202037
NA.,PeopleSoft Ricochet,SR,GD,202037.0,INC8009929,Resolved,1.0,202037
APAC,Other - APAC,SR,GD,202036.0,INC9585423,Created,1.0,202038
Global - EMEA,Maconomy - EMEA,SR,GD,202037.0,INC9598319,Created,1.0,202038
Global - EMEA,HR.net (Talent Tree),SR,GD,202037.0,INC9622527,Created,1.0,202038
Global - EMEA,Maconomy - EMEA,SR,GD,202037.0,INC9625460,Created,1.0,202038
LATAM,Other - LATAM,Incident,Local,202037.0,INC9618977,Created,1.0,202038
APAC,Other - APAC,SR,GD,202038.0,INC9651342,Created,1.0,202038
Global - EMEA,HR.net (Talent Tree),SR,GD,202038.0,INC9629685,Created,1.0,202038
Global - EMEA,Maconomy - EMEA,SR,GD,202038.0,INC9636952,Created,1.0,202038
LATAM,Other - LATAM,Incident,Local,202038.0,INC9635445,Created,1.0,202038
LATAM,Other - LATAM,SR,Local,202038.0,INC9660577,Created,1.0,202038
Global - EMEA,Maconomy - EMEA,SR,GD,202036.0,INC9564295,Created,1.0,202039
Global - EMEA,Maconomy - EMEA,SER,GD,202038.0,INC9646835,Created,1.0,202039
LATAM,Other - LATAM,Incident,Local,202038.0,INC9660912,Created,1.0,202039
APAC,Adept,SR,GD,202039.0,INC9668053,Created,1.0,202039
Global - EMEA,Maconomy - EMEA,SR,GD,202039.0,INC9493587,Resolved,1.0,202039
Global - EMEA,Maconomy - EMEA,SR,GD,202039.0,INC9691204,Created,1.0,202039
Global - EMEA,Maconomy - EMEA,SR,GD,202039.0,INC9693062,Created,1.0,202039
Global - NA,Maconomy - NA,SR,GD,202039.0,INC9680279,Created,1.0,202039
LATAM,Other - LATAM,SR,Local,202039.0,INC9692598,Created,1.0,202039
LATAM,Other - LATAM,SR,Local,202039.0,INC9692802,Created,1.0,202039
NA.,SAP,SR,GD,202039.0,INC9673669,Created,1.0,202039
APAC,Other - APAC,SR,GD,202039.0,INC9703369,Created,1.0,202040
APAC,Other - APAC,SR,GD,202040.0,INC8968492,Resolved,1.0,202040
APAC,Adept,Incident,Local,202040.0,INC9711648,Created,1.0,202040
Global - EMEA,Maconomy - EMEA,SR,GD,202040.0,INC9720590,Created,1.0,202040
Global - EMEA,Maconomy - EMEA,Incident,GD,202040.0,INC9731830,Created,1.0,202040
Global - NA,Maconomy - NA,SER,Local,202040.0,INC7665982,Resolved,1.0,202040
Global - NA,Maconomy - NA,SR,Local,202040.0,INC9713793,Created,1.0,202040
Global - NA,Maconomy - NA,SR,GD,202040.0,INC9720309,Created,1.0,202040
LATAM,Other - LATAM,Incident,Local,202040.0,INC9708889,Created,1.0,202040
APAC,Other - APAC,Incident,GD,202041.0,INC9759341,Created,1.0,202041
Global - EMEA,Maconomy - EMEA,SR,GD,202041.0,INC9742036,Created,1.0,202041
Global - EMEA,Maconomy - EMEA,Incident,GD,202041.0,INC9742115,Created,1.0,202041
LATAM,Other - LATAM,SR,Local,202041.0,INC9744953,Created,1.0,202041
LATAM,Other - LATAM,SR,Local,202041.0,INC9749797,Created,1.0,202041
LATAM,Other - LATAM,Incident,Local,202041.0,INC9757138,Created,1.0,202041
LATAM,Tango & Condor,Incident,Local,202040.0,INC9709193,Created,1.0,202042
APAC,Other - APAC,Incident,GD,202042.0,INC9778736,Created,1.0,202042
Global - EMEA,Maconomy - NA,SER,GD,202042.0,INC9782551,Created,1.0,202042
Global - EMEA,Maconomy - EMEA,SR,GD,202042.0,INC9784836,Created,1.0,202042
Global - NA,Maconomy - NA,SER,Local,202042.0,INC6196426,Resolved,1.0,202042
Global - NA,Maconomy - NA,Incident,GD,202042.0,INC9773125,Created,1.0,202042
LATAM,Other - LATAM,Incident,Local,202042.0,INC9783735,Created,1.0,202042
NA.,PeopleSoft Ricochet,SR,Local,202042.0,INC9793182,Created,1.0,202042
Global - NA,Maconomy - NA,SER,GD,202042.0,INC9773507,Created,1.0,202043
LATAM,Other - LATAM,SR,Local,202042.0,INC9797760,Created,1.0,202043
APAC,Other - APAC,Incident,GD,202043.0,INC9807089,Created,1.0,202043
APAC,Other - APAC,SR,GD,202043.0,INC9814609,Created,1.0,202043
Global - EMEA,Maconomy - EMEA,SR,GD,202043.0,INC9812138,Created,1.0,202043
Global - NA,Maconomy - NA,SER,Local,202043.0,INC8482938,Resolved,1.0,202043
Global - NA,Maconomy - NA,SR,GD,202043.0,INC9244480,Resolved,1.0,202043
Global - NA,Maconomy - NA,SR,GD,202043.0,INC9817962,Created,1.0,202043
LATAM,Other - LATAM,SR,Local,202043.0,INC9687508,Resolved,1.0,202043
LATAM,Other - LATAM,Incident,Local,202043.0,INC9823688,Created,1.0,202043
Global - EMEA,Maconomy - EMEA,SR,GD,202043.0,INC9818155,Created,1.0,202044
Global - EMEA,Maconomy - EMEA,SR,GD,202044.0,INC9858064,Created,1.0,202044
Global - EMEA,Maconomy - EMEA,SR,GD,202044.0,INC9864089,Created,1.0,202044
Global - EMEA,Maconomy - EMEA,SR,GD,202042.0,INC9784227,Created,1.0,202045
LATAM,Other - LATAM,Incident,Local,202043.0,INC9831299,Created,1.0,202045
LATAM,Other - LATAM,SR,Local,202045.0,INC9882121,Created,1.0,202045
LATAM,Other - LATAM,Incident,Local,202045.0,INC9888676,Created,1.0,202045
LATAM,Other - LATAM,Incident,Local,202045.0,INC9890395,Created,1.0,202045
NA.,SAP,SR,GD,202045.0,INC9889486,Created,1.0,202045
Global - EMEA,Maconomy - EMEA,SER,GD,202043.0,INC9833199,Created,1.0,202046
Global - EMEA,Maconomy - EMEA,SR,GD,202044.0,INC9847522,Created,1.0,202046
LATAM,Other - LATAM,Incident,Local,202044.0,INC9845747,Created,1.0,202046
APAC,Adept,SR,GD,202045.0,INC9892145,Created,1.0,202046
LATAM,Other - LATAM,SR,Local,202045.0,INC9896650,Created,1.0,202046
Global - EMEA,Maconomy - NA,Incident,GD,202046.0,INC9450227,Resolved,1.0,202046
NA.,SAP,SR,GD,202046.0,INC9931177,Created,1.0,202046
APAC,Adept,Incident,Local,202046.0,INC9927152,Created,1.0,202047
Global - EMEA,Maconomy - EMEA,SR,GD,202046.0,INC9929715,Created,1.0,202047
Global - EMEA,Maconomy - EMEA,SR,GD,202046.0,INC9939963,Created,1.0,202047
LATAM,Other - LATAM,SR,Local,202046.0,INC9911401,Created,1.0,202047
LATAM,Other - LATAM,SR,Local,202046.0,INC9925409,Created,1.0,202047
LATAM,Tango & Condor,Incident,Local,202046.0,INC9936166,Created,1.0,202047
APAC,Adept,SR,GD,202047.0,INC9538707,Resolved,1.0,202047
APAC,Adept,SR,GD,202047.0,INC9954339,Created,1.0,202047
APAC,Other - APAC,Incident,GD,202047.0,INC9960310,Created,1.0,202047
Global - EMEA,Maconomy - EMEA,SR,GD,202047.0,INC9960918,Created,1.0,202047
LATAM,Other - LATAM,SR,Local,202047.0,INC9945539,Created,1.0,202047
LATAM,Other - LATAM,Incident,Local,202047.0,INC9949263,Created,1.0,202047
APAC,Adept,Incident,Local,202045.0,INC9873174,Created,1.0,202048
LATAM,Other - LATAM,SER,Local,202047.0,INC9969789,Created,1.0,202048
APAC,Adept,SR,GD,202048.0,INC9985989,Created,1.0,202048
Global - EMEA,Maconomy - EMEA,SR,Local,202048.0,INC9977440,Created,1.0,202048
Global - EMEA,Maconomy - EMEA,SR,GD,202048.0,INC9977843,Created,1.0,202048
Global - EMEA,Maconomy - EMEA,Incident,GD,202048.0,INC9983207,Created,1.0,202048
Global - EMEA,Maconomy - EMEA,SR,GD,202048.0,INC9983905,Created,1.0,202048
Global - EMEA,Maconomy - EMEA,SR,GD,202048.0,INC9986983,Created,1.0,202048
Global - EMEA,Maconomy - EMEA,SR,GD,202048.0,INC9990088,Created,1.0,202048
Global - EMEA,Maconomy - EMEA,Incident,GD,202048.0,INC9993777,Created,1.0,202048
Global - EMEA,Maconomy - EMEA,SER,Local,202048.0,INC9997798,Created,1.0,202048
LATAM,Other - LATAM,Incident,Local,202048.0,INC9791493,Resolved,1.0,202048
LATAM,Other - LATAM,Incident,Local,202048.0,INC9975991,Created,1.0,202048
LATAM,Other - LATAM,Incident,Local,202048.0,INC9983458,Created,1.0,202048
LATAM,Other - LATAM,Incident,Local,202048.0,INC9983705,Created,1.0,202048
LATAM,Other - LATAM,Incident,Local,202048.0,INC9999203,Created,1.0,202048
NA.,JD Edwards,SR,GD,202048.0,INC9976384,Created,1.0,202048
Global - EMEA,Maconomy - EMEA,SR,GD,202048.0,INC9989143,Created,1.0,202049
Global - EMEA,Maconomy - EMEA,SR,GD,202048.0,INC9993475,Created,1.0,202049
Global - NA,Maconomy - NA,SR,Local,202048.0,INC9979423,Created,1.0,202049
Global - EMEA,Maconomy - EMEA,SR,GD,202049.0,INC10013351,Created,1.0,202049
Global - EMEA,Maconomy - EMEA,SR,GD,202049.0,INC10019085,Created,1.0,202049
Global - EMEA,HR.net (Talent Tree),SR,GD,202049.0,INC10022898,Created,1.0,202049
Global - EMEA,Maconomy - EMEA,SR,GD,202049.0,INC10030173,Created,1.0,202049
Global - EMEA,Maconomy - EMEA,SR,GD,202049.0,INC10031077,Created,1.0,202049
Global - EMEA,Maconomy - EMEA,SR,GD,202049.0,INC9652376,Resolved,1.0,202049
Global - NA,Maconomy - NA,SR,GD,202049.0,INC10007732,Created,1.0,202049
LATAM,Other - LATAM,Incident,Local,202049.0,INC10008358,Created,1.0,202049
LATAM,Other - LATAM,SR,Local,202049.0,INC9707946,Resolved,1.0,202049
NA.,SAP,SR,GD,202049.0,INC10008193,Created,1.0,202049
NA.,Other - NA,SR,Local,202049.0,INC10032593,Created,1.0,202049
NA.,"Other - NA
",SR,Local,202048.0,INC9985547,Created,1.0,202050
Global - EMEA,Maconomy - EMEA,SR,GD,202049.0,INC10019708,Created,1.0,202050
Global - EMEA,Maconomy - EMEA,SR,GD,202049.0,INC10020259,Created,1.0,202050
APAC,Other - APAC,Incident,GD,202050.0,INC10043278,Created,1.0,202050
Global - EMEA,Maconomy - EMEA,SR,GD,202050.0,INC10039592,Created,1.0,202050
Global - NA,Maconomy - NA,SER,Local,202050.0,INC10046386,Created,1.0,202050
Global - NA,Maconomy - NA,SR,GD,202050.0,INC10055872,Created,1.0,202050
LATAM,Other - LATAM,Incident,Local,202050.0,INC10041839,Created,1.0,202050
LATAM,Other - LATAM,Incident,Local,202050.0,INC10064588,Created,1.0,202050
LATAM,Other - LATAM,SR,Local,202050.0,INC9784113,Resolved,1.0,202050
Global - EMEA,Maconomy - EMEA,Incident,GD,202048.0,INC9989991,Created,1.0,202051
Global - EMEA,Maconomy - EMEA,SR,GD,202050.0,INC10064185,Created,1.0,202051
LATAM,Other - LATAM,SR,Local,202050.0,INC10047370,Created,1.0,202051
LATAM,Tango & Condor,Incident,Local,202050.0,INC10055197,Created,1.0,202051
LATAM,Other - LATAM,SR,Local,202050.0,INC10065332,Created,1.0,202051
LATAM,Other - LATAM,Incident,Local,202051.0,INC10073404,Created,1.0,202051
LATAM,Other - LATAM,SR,Local,202051.0,INC10078415,Created,1.0,202051
LATAM,Other - LATAM,SR,Local,202051.0,INC10086193,Created,1.0,202051
LATAM,Tango & Condor,Incident,Local,202051.0,INC10092090,Created,1.0,202051
LATAM,Other - LATAM,Incident,Local,202051.0,INC10092300,Created,1.0,202051
NA.,SAP,Incident,GD,202051.0,INC10072605,Created,1.0,202051
Global - EMEA,Maconomy - EMEA,SR,GD,202051.0,INC10082664,Created,1.0,202052
Global - NA,Maconomy - NA,SR,Local,202051.0,INC10099473,Created,1.0,202052
Global - EMEA,Maconomy - EMEA,Incident,GD,202052.0,INC10101986,Created,1.0,202052
Global - EMEA,Maconomy - EMEA,SR,GD,202052.0,INC10111952,Created,1.0,202052
LATAM,Other - LATAM,SR,Local,202052.0,INC10102582,Created,1.0,202052
APAC,Other - APAC,Incident,GD,202053.0,INC10120423,Created,1.0,202053
APAC,Other - APAC,SR,Local,202053.0,INC10123390,Created,1.0,202053
APAC,Adept,SER,Local,202053.0,INC7924787,Resolved,1.0,202053
APAC,Other - APAC,SR,GD,202053.0,INC9015698,Resolved,1.0,202053
APAC,Other - APAC,Incident,GD,202053.0,INC9960188,Resolved,1.0,202053
Global - EMEA,Maconomy - EMEA,SR,GD,202053.0,INC10128727,Created,1.0,202053
Global - NA,Maconomy - NA,SR,GD,202053.0,INC10121540,Created,1.0,202053
LATAM,Other - LATAM,Incident,Local,202051.0,INC10090363,Created,1.0,202101
LATAM,Other - LATAM,SR,Local,202053.0,INC10129191,Created,1.0,202101
APAC,Other - APAC,Incident,GD,202101.0,INC10163552,Created,1.0,202101
Global - EMEA,Maconomy - EMEA,SR,Local,202101.0,INC10139514,Created,1.0,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101.0,INC10156399,Created,1.0,202101
LATAM,Other - LATAM,SR,Local,202101.0,INC10139365,Created,1.0,202101
LATAM,Other - LATAM,SR,Local,202101.0,INC10141609,Created,1.0,202101
LATAM,Other - LATAM,SR,Local,202101.0,INC10142076,Created,1.0,202101
LATAM,Other - LATAM,Incident,Local,202101.0,INC10160207,Created,1.0,202101
APAC,Adept,SR,GD,202052.0,INC10012121,Resolved,1.0,202102
APAC,Adept,SR,GD,202052.0,INC10024752,Resolved,1.0,202102
Global - EMEA,Maconomy - EMEA,Incident,GD,202052.0,INC10008231,Resolved,1.0,202102
Global - EMEA,HR.net (Talent Tree),SR,Local,202052.0,INC10011208,Resolved,1.0,202102
Global - EMEA,Maconomy - EMEA,SR,GD,202052.0,INC10012658,Resolved,1.0,202102
Global - EMEA,Maconomy - EMEA,SR,GD,202052.0,INC10016810,Resolved,1.0,202102
Global - EMEA,Maconomy - EMEA,SR,GD,202052.0,INC10017544,Resolved,1.0,202102
Global - EMEA,Maconomy - EMEA,Incident,GD,202052.0,INC10020410,Resolved,1.0,202102
Global - EMEA,Maconomy - EMEA,SR,GD,202052.0,INC10020458,Resolved,1.0,202102
Global - EMEA,Maconomy - EMEA,Incident,GD,202052.0,INC10024311,Resolved,1.0,202102
Global - EMEA,Maconomy - NA,SR,GD,202052.0,INC10028632,Resolved,1.0,202102
Global - NA,Maconomy - NA,SER,GD,202052.0,INC10001233,Resolved,1.0,202102
Global - NA,Maconomy - NA,SR,GD,202052.0,INC10002726,Resolved,1.0,202102
LATAM,Other - LATAM,SR,Local,202052.0,INC10012584,Resolved,1.0,202102
LATAM,Other - LATAM,SR,Local,202052.0,INC10015525,Resolved,1.0,202102
LATAM,Tango & Condor,SR,Local,202052.0,INC10016367,Resolved,1.0,202102
LATAM,Tango & Condor,Incident,Local,202052.0,INC10026861,Resolved,1.0,202102
LATAM,Tango & Condor,SR,Local,202052.0,INC10028019,Resolved,1.0,202102
NA.,PeopleSoft Ricochet,SR,GD,202052.0,INC10026987,Resolved,1.0,202102
APAC,Adept,SR,GD,202053.0,INC10009840,Resolved,1.0,202102
Global - EMEA,Maconomy - EMEA,SR,GD,202053.0,INC10016092,Resolved,1.0,202102
Global - EMEA,Maconomy - EMEA,SR,GD,202053.0,INC10029317,Resolved,1.0,202102
LATAM,Other - LATAM,SR,Local,202053.0,INC10012764,Resolved,1.0,202102
LATAM,Other - LATAM,SR,Local,202053.0,INC10020555,Resolved,1.0,202102
LATAM,Other - LATAM,SR,Local,202053.0,INC10021535,Resolved,1.0,202102
APAC,Adept,SER,GD,202101.0,INC10009310,Resolved,1.0,202102
APAC,Other - APAC,Incident,Local,202101.0,INC10010742,Resolved,1.0,202102
APAC,Adept,Incident,Local,202101.0,INC10011068,Resolved,1.0,202102
APAC,Adept,SR,GD,202101.0,INC10023574,Resolved,1.0,202102
Global - EMEA,Maconomy - EMEA,SR,Local,202101.0,INC10006412,Resolved,1.0,202102
Global - EMEA,Maconomy - EMEA,SER,GD,202101.0,INC10014958,Resolved,1.0,202102
Global - EMEA,Maconomy - EMEA,SR,GD,202101.0,INC10020082,Resolved,1.0,202102
Global - EMEA,Maconomy - EMEA,SER,Local,202101.0,INC10026663,Resolved,1.0,202102
Global - EMEA,Maconomy - EMEA,SR,GD,202101.0,INC10162027,Created,1.0,202102
Global - EMEA,Maconomy - EMEA,SR,GD,202101.0,INC10169564,Created,1.0,202102
Global - NA,Maconomy - NA,SR,Local,202101.0,INC10027005,Resolved,1.0,202102
Global - NA,Maconomy - NA,SR,GD,202101.0,INC10162340,Created,1.0,202102
Global - NA,Maconomy - NA,SR,GD,202101.0,INC10162354,Created,1.0,202102
Global - NA,Maconomy - NA,SR,GD,202101.0,INC10162523,Created,1.0,202102
Global - NA,Maconomy - NA,SR,GD,202101.0,INC10162603,Created,1.0,202102
Global - NA,Maconomy - NA,SR,GD,202101.0,INC10162627,Created,1.0,202102
LATAM,Other - LATAM,SR,Local,202101.0,INC10000505,Resolved,1.0,202102
LATAM,Other - LATAM,Incident,Local,202101.0,INC10000866,Resolved,1.0,202102
LATAM,Other - LATAM,Incident,Local,202101.0,INC10006011,Resolved,1.0,202102
LATAM,Tango & Condor,SER,Local,202101.0,INC10008188,Resolved,1.0,202102
LATAM,Tango & Condor,Incident,Local,202101.0,INC10009275,Resolved,1.0,202102
LATAM,Tango & Condor,SR,Local,202101.0,INC10020820,Resolved,1.0,202102
LATAM,Tango & Condor,Incident,Local,202101.0,INC10020912,Resolved,1.0,202102
LATAM,Tango & Condor,Incident,Local,202101.0,INC10020938,Resolved,1.0,202102
LATAM,Tango & Condor,Incident,Local,202101.0,INC10021750,Resolved,1.0,202102
LATAM,Tango & Condor,SER,Local,202101.0,INC10021914,Resolved,1.0,202102
LATAM,Other - LATAM,SR,Local,202101.0,INC10026940,Resolved,1.0,202102
LATAM,Tango & Condor,SR,Local,202101.0,INC10027556,Resolved,1.0,202102
LATAM,Tango & Condor,SR,Local,202101.0,INC10027725,Resolved,1.0,202102
LATAM,Other - LATAM,Incident,Local,202101.0,INC10165487,Created,1.0,202102
LATAM,Other - LATAM,SR,Local,202101.0,INC10167347,Created,1.0,202102
NA.,"Other - NA
",SR,Local,202101.0,INC10016476,Resolved,1.0,202102
NA.,SAP,SR,Local,202101.0,INC10020312,Resolved,1.0,202102
APAC,Other - APAC,SR,GD,202102.0,INC10172357,Created,1.0,202102
APAC,Other - APAC,SR,GD,202102.0,INC10178013,Created,1.0,202102
APAC,Other - APAC,SR,GD,202102.0,INC10178833,Created,1.0,202102
APAC,Other - APAC,SR,GD,202102.0,INC10192206,Created,1.0,202102
Global - EMEA,Maconomy - EMEA,SR,GD,202102.0,INC10012188,Resolved,1.0,202102
Global - EMEA,Maconomy - EMEA,SR,GD,202102.0,INC10017846,Resolved,1.0,202102
Global - EMEA,Maconomy - EMEA,SR,GD,202102.0,INC10026795,Resolved,1.0,202102
Global - EMEA,Maconomy - EMEA,SR,Local,202102.0,INC10030818,Resolved,1.0,202102
Global - EMEA,Maconomy - EMEA,SR,GD,202102.0,INC10172476,Created,1.0,202102
Global - NA,Maconomy - NA,SR,Local,202102.0,INC10014808,Resolved,1.0,202102
Global - NA,Maconomy - NA,SR,Local,202102.0,INC10019927,Resolved,1.0,202102
LATAM,Tango & Condor,SR,Local,202102.0,INC10028183,Resolved,1.0,202102
LATAM,Other - LATAM,Incident,Local,202102.0,INC10182254,Created,1.0,202102
NA.,JD Edwards,SR,GD,202102.0,INC10008807,Resolved,1.0,202102
NA.,SAP,SR,GD,202102.0,INC10200515,Created,1.0,202102
Global - EMEA,Maconomy - EMEA,SER,GD,202101.0,INC10138343,Created,1.0,202103
LATAM,Tango & Condor,Incident,Local,202101.0,INC10163091,Created,1.0,202103
NA.,PeopleSoft Ricochet,SR,Local,202101.0,INC10143599,Created,1.0,202103
LATAM,Other - LATAM,Incident,Local,202102.0,INC10181617,Created,1.0,202103
LATAM,Other - LATAM,Incident,Local,202102.0,INC10194310,Created,1.0,202103
LATAM,Other - LATAM,SR,Local,202102.0,INC10194857,Created,1.0,202103
LATAM,Other - LATAM,SR,Local,202102.0,INC10199675,Created,1.0,202103
APAC,Adept,SR,Local,202103.0,INC10203415,Created,1.0,202103
APAC,Other - APAC,SR,GD,202103.0,INC10210090,Created,1.0,202103
APAC,Other - APAC,SR,GD,202103.0,INC10210552,Created,1.0,202103
Global - EMEA,Maconomy - EMEA,SR,GD,202103.0,INC10205961,Created,1.0,202103
LATAM,Other - LATAM,Incident,Local,202103.0,INC10208934,Created,1.0,202103
LATAM,Other - LATAM,SR,Local,202103.0,INC10225646,Created,1.0,202103
Global - EMEA,Maconomy - EMEA,SR,GD,202101.0,INC10166655,Created,1.0,202104
NA.,"Other - NA
",SR,Local,202102.0,INC10200479,Created,1.0,202104
APAC,Adept,Incident,GD,202103.0,INC10210483,Created,1.0,202104
Global - EMEA,Maconomy - EMEA,SR,GD,202104.0,INC10254148,Created,1.0,202104
Global - EMEA,Maconomy - EMEA,SR,GD,202104.0,INC10259933,Created,1.0,202104
Global - EMEA,Maconomy - EMEA,SR,Local,202104.0,INC8826593,Resolved,1.0,202104
Global - NA,Maconomy - NA,SR,Local,202104.0,INC10241053,Created,1.0,202104
APAC,Other - APAC,SR,GD,202102.0,INC10184789,Created,1.0,202105
Global - EMEA,Maconomy - EMEA,SER,GD,202103.0,INC10223092,Created,1.0,202105
Global - EMEA,Maconomy - EMEA,SR,GD,202104.0,INC10268337,Created,1.0,202105
Global - NA,Maconomy - NA,SR,GD,202104.0,INC10253620,Created,1.0,202105
Global - NA,Maconomy - NA,SR,GD,202104.0,INC10260677,Created,1.0,202105
Global - NA,Maconomy - NA,SR,GD,202104.0,INC10265444,Created,1.0,202105
APAC,Adept,SR,GD,202105.0,INC10278254,Created,1.0,202105
Global - EMEA,Maconomy - NA,SER,GD,202105.0,INC10281227,Created,1.0,202105
Global - EMEA,Maconomy - EMEA,Incident,GD,202105.0,INC10292307,Created,1.0,202105
Global - NA,Maconomy - NA,SR,Local,202105.0,INC10284837,Created,1.0,202105
Global - NA,Maconomy - NA,SR,Local,202105.0,INC10285374,Created,1.0,202105
LATAM,Tango & Condor,Incident,Local,202105.0,INC10296098,Created,1.0,202105
LATAM,Other - LATAM,Incident,Local,202105.0,INC10296230,Created,1.0,202105
Global - EMEA,Maconomy - NA,SR,GD,202103.0,INC10223203,Created,1.0,202106
NA.,"Other - NA
",SR,Local,202103.0,INC10226621,Created,1.0,202106
Global - NA,Maconomy - NA,SR,GD,202104.0,INC10250002,Created,1.0,202106
LATAM,Tango & Condor,SER,Local,202105.0,INC10295517,Created,1.0,202106
LATAM,Other - LATAM,SR,Local,202105.0,INC10296064,Created,1.0,202106
Global - NA,Maconomy - NA,SR,GD,202106.0,INC10184811,Resolved,1.0,202106
LATAM,Other - LATAM,Incident,Local,202106.0,INC10308183,Created,1.0,202106
LATAM,Other - LATAM,SR,Local,202106.0,INC10309757,Created,1.0,202106
LATAM,Other - LATAM,Incident,Local,202106.0,INC10316766,Created,1.0,202106
LATAM,Other - LATAM,SR,Local,202106.0,INC10316809,Created,1.0,202106
